id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
9643	governance	-0.0011	0.583	3	69	206	144	2017.1389	6.9028	1.4315
9930	green marketing	-0.4239	-0.2343	1	21	52	49	2017	9.3469	2.376
11016	india	-0.0505	0.1943	1	49	123	113	2017.1327	4.3451	0.9193
11336	innovation	-0.8066	0.039	1	59	242	207	2017.1256	5.1594	0.9902
11545	institutional theory	0.5008	-0.5223	2	57	218	146	2016.9932	8.0753	1.5763
11563	institutions	0.0302	-0.502	3	26	50	46	2016.6957	9.2609	1.6006
11645	integrated reporting	0.6592	0.7087	2	39	152	110	2017.3364	11.8909	2.113
11695	intellectual capital	0.4718	0.5645	2	24	50	40	2017.125	7.9	1.5309
12704	lca	-0.8804	0.5829	1	14	44	48	2016.2292	6.5208	1.078
12728	leadership	-0.6868	-0.2674	1	32	84	69	2017.1304	7.7246	1.2433
12850	legitimacy	0.5768	0.2118	2	44	134	98	2016.8367	9.0816	1.3596
12859	legitimacy theory	1.0746	0.078	2	29	77	48	2017.25	8.9583	1.5805
13454	management	-0.7521	0.4659	1	32	81	60	2016.85	3.05	0.5793
13772	marketing	-0.4964	-0.3138	1	28	60	39	2017.0256	3.8462	0.9435
14164	microfinance	-0.6952	-0.1057	1	22	58	51	2017.4118	3.4706	0.5718
16512	performance	-0.1673	0.532	1	43	142	109	2017.367	3.844	0.8339
16538	performance measurement	-0.2885	0.7273	1	28	53	45	2016.7111	8.0222	1.2261
16775	policy	-1.0095	0.1321	1	25	57	47	2016.9362	4.383	1.0007
18438	regulation	0.3183	0.7284	3	27	56	42	2017.2619	4.119	0.7531
18580	renewable energy	-0.9981	-0.3223	1	22	42	60	2017.4333	6.9333	1.6406
18626	reporting	0.1706	0.7204	2	32	68	29	2016.8966	6.069	1.4734
18656	reputation	0.296	-0.4658	2	32	64	43	2017.0233	9.3256	1.3631
18754	resilience	-1.0182	0.2847	1	30	64	51	2017.0392	4.4706	0.7653
18827	resource-based view	0.1397	-0.7532	2	36	79	58	2017.431	7.1034	1.7555
19087	risk management	0.0038	0.3412	1	30	64	46	2017.2391	4.2826	0.7097
20098	sme	-0.0605	-0.6313	2	52	165	121	2016.9091	5.5041	0.9659
20125	social	0.2535	0.8314	3	32	91	34	2017.2059	6.5588	1.1391
20194	social capital	-0.5563	-0.5167	1	37	72	49	2016.9592	5.0612	0.849
20270	social enterprise	-0.8444	-0.3337	1	28	62	57	2016.9298	5.4386	0.7346
20278	social entrepreneurship	-0.6631	-0.4926	1	34	96	72	2016.8611	8.7222	1.3522
20367	social media	0.3718	-0.6002	2	21	61	53	2017.1509	4.3019	0.8976
20447	social responsibility	-0.1466	-0.0281	1	58	172	150	2016.7333	5.7533	0.8207
20945	sri	1.0402	-0.0534	2	28	84	76	2016.9211	5.0132	0.9472
20981	stakeholder	0.3185	0.3768	2	72	315	215	2017.0558	7.1814	1.3277
21001	stakeholder engagement	0.4333	-0.743	4	56	244	126	2017.4127	7.9365	1.9381
21023	stakeholder management	0.1927	-0.4511	2	30	75	53	2016.9623	7.7736	1.2541
21059	stakeholder theory	0.7885	-0.4099	2	57	249	157	2017.0064	7.8153	1.6142
21417	structural equation model	-0.1314	-0.724	2	24	49	61	2017.2459	7.7869	1.3841
21586	supply chain	-0.5108	0.6629	1	43	125	90	2016.9889	6.6333	1.281
21615	supply chain management	-0.5351	0.4929	1	53	184	143	2017.2587	7.958	1.5952
21698	sustainability	-0.4762	0.2029	1	97	1544	2013	2017.0378	5.8574	1.1014
21870	sustainability report	0.9339	0.3905	2	48	211	162	2017.179	7.4259	1.355
21903	sustainability transition	-1.1297	-0.3116	1	16	31	71	2017.2535	18.4507	3.3156
22005	sustainable development	-0.1715	-0.4436	4	86	511	456	2017.193	6.6908	1.4692
22205	sustainable supply chain management	-0.2403	-0.1486	1	17	47	46	2017.1304	13.4783	2.5366
22950	tourism	-0.816	-0.1612	1	24	61	52	2017.3462	5.0385	0.9809
23235	transparency	0.6217	0.4173	2	34	66	38	2017.2632	6.9211	0.9937
23304	triple bottom line	-0.5281	-0.1513	1	34	113	69	2016.7101	11.3188	1.8422
23338	trust	0.0135	-0.2622	2	34	83	76	2017.0395	4.8816	1.1214
23748	value creation	-0.1984	0.8027	1	25	62	42	2016.9762	5.0952	1.0543
23806	values	-0.6689	-0.3599	1	33	51	37	2017.4595	3.6486	1.0844
